id,own,competing1,competing3,borrowertype,accepted,default,profit
100677,,.10780082,.15349717,0,0,1,
100678,.04002649,.075000003,.0735,0,1,0,400.26489
100679,,.40000001,.2925365,0,0,1,
100680,,.57371336,,0,0,1,
100681,,.23403424,,0,0,0,
100682,,.31547362,,0,0,0,
100683,,.20200001,.2135842,0,0,0,
100684,,.29768124,.34082413,0,0,0,
100685,,.088699423,,1,0,0,
100686,.053606343,.080796264,.085000001,0,1,0,536.06342
100687,,.5971657,,0,0,0,
100688,,.23999999,.26866123,0,0,1,
100689,,.40000001,.19236934,0,0,0,
100690,,.17,.22597492,0,0,0,
100691,,.40000001,.43950194,0,0,1,
100692,,.35054421,,0,0,0,
100693,,.40000001,.24201874,2,0,0,
100694,,.373,,1,0,0,
100695,,.317,.1877864,0,0,0,
100696,,.093306854,.2754114,0,0,0,
100697,,0,.4290466,2,0,1,
100698,,.40000001,,3,0,0,
100699,.083830819,.40000001,.27472889,0,1,1,-10000
100700,,.2138301,.30620641,0,0,0,
100701,,.37091455,,3,0,1,
100702,,,,0,0,0,
100703,,.17,,0,0,0,
100704,,.42553583,,1,0,0,
100705,,.22558621,.24232252,1,0,0,
100706,,.21351427,.2282,0,0,0,
100707,,.2,.12621993,1,0,0,
100708,,.14661752,.18889999,0,0,0,
100709,,.1315136,.1705,0,0,0,
100710,,,.45229828,0,0,0,
100711,,.62,,3,0,0,
100712,,.40000001,.27622744,0,0,0,
100713,,.099598877,,0,0,0,
100714,,.1490819,.26730001,0,0,0,
100715,,.62,,3,0,1,
100716,,.25,,0,0,0,
100717,,.088862829,.26496547,0,0,1,
100718,,.33000001,.20439291,0,0,0,
100719,,.097003162,,0,0,0,
100720,,,,1,0,1,
100721,,.40000001,,0,0,1,
100722,,.40000001,.54715586,0,0,0,
100723,,.23838066,.16689999,0,0,0,
100724,,.15908191,,0,0,0,
100725,,.42300001,.48950687,0,0,0,
100726,,.22351426,,0,0,0,
100727,,.27214816,,1,0,1,
100728,,1,.41824034,0,0,1,
100729,.068556614,.044878472,.069803633,2,0,0,
100730,.041268274,.28214818,,0,1,0,412.68274
100731,.041399073,.040165786,,2,1,0,413.99072
100732,,.50300002,.25977018,1,0,1,
100733,,.41912571,.127,2,0,0,
100734,,.25692466,.26139507,0,0,0,
100735,.073290452,.056600448,.33842394,0,0,0,
100736,,.40255219,.51418579,0,0,0,
100737,,.31832406,.35564381,0,0,0,
100738,,.2,.34920859,0,0,0,
100739,,.27000001,.1805,0,0,0,
100740,,.22351426,.094099998,0,0,0,
100741,,.20964703,.17064711,3,0,0,
100742,,,,1,0,0,
100743,,.35661232,.32945225,1,0,0,
100744,,.28328574,.33798221,0,0,0,
100745,,.11551555,.30849999,3,0,0,
100746,,.96821588,,0,0,0,
100747,.040140826,.00077249401,.13779999,0,0,0,
100748,,.3925522,,0,0,0,
100749,,.46900001,.55931383,2,0,0,
100750,,.30469725,.31994063,0,0,0,
100751,,,.26606426,0,0,0,
100752,.091310784,.12333779,.048,0,0,0,
100753,,.60920841,,0,0,0,
100754,,.35417372,.36640978,3,0,0,
100755,,.089397296,.12744546,0,0,0,
100756,.071286023,.075000003,.085525051,3,0,0,
100757,,.31038064,.47374174,0,0,0,
100758,,.40000001,.37376425,0,0,0,
100759,,0,.89522898,0,0,1,
100760,,.8165735,,0,0,1,
100761,,.15908191,.3671692,1,0,0,
100762,,.12718454,.21059677,0,0,0,
100763,,,.71906829,0,0,0,
100764,,.54352862,.49783128,0,0,0,
100765,.080163598,.033,.2331,0,0,0,
100766,,.28200001,.2628864,3,0,0,
100767,.044206768,.02,.039999999,0,0,0,
100768,,.0080000004,.16502233,0,0,0,
100769,,.090000004,.12257446,0,0,0,
100770,,.40000001,.3330729,0,0,1,
100771,,.34280589,.73892146,0,0,1,
100772,.04226321,.001209422,.00061837462,0,0,0,
100773,,,.40341315,2,0,0,
100774,,.37990019,.4278529,1,0,0,
100775,.068132862,.40000001,,0,1,0,681.32861
100776,,1,.78601092,0,0,0,
100777,,.40000001,.37244007,2,0,0,
100778,,.40000001,.2847589,3,0,1,
100779,,.11009593,.117,0,0,0,
100780,,.36374736,,0,0,0,
100781,,.40000001,.31820765,3,0,0,
100782,,.141,.24869999,0,0,0,
100783,,0,,0,0,1,
100784,.048926663,.040725783,.13340089,0,0,0,
100785,,1,,0,0,0,
100786,,.11312679,.17043443,0,0,1,
100787,,.53909731,.49329999,1,0,1,
100788,,.23999999,,2,0,0,
100789,.045087058,.030609,.056114402,3,0,0,
100790,,.27293342,,0,0,0,
100791,,,,0,0,0,
100792,,.18000001,.15192124,0,0,0,
100793,,.10818589,.23605324,0,0,0,
100794,,.33000001,.20742734,1,0,0,
100795,.055288013,.12333779,.12269956,0,1,0,552.88013
100796,,.14681803,.15537505,2,0,1,
100797,,.13,,0,0,1,
100798,,.16,,3,0,0,
100799,,.41999999,,0,0,1,
100800,,,.57233417,3,0,0,
100801,,.19425528,,2,0,0,
100802,,0,,0,0,0,
100803,,.076805644,.072327033,0,0,1,
100804,,,,2,0,0,
100805,,1,,3,0,0,
100806,,.33843163,.12549999,3,0,0,
100807,,.87,,0,0,1,
100808,,.037740972,,1,0,1,
100809,,.15908191,.094599999,0,0,0,
100810,,.13333778,.193,0,0,0,
100811,.044555727,.037527207,.1175355,0,0,0,
100812,,.19004129,.074498788,0,0,0,
100813,,.25799999,.254071,0,0,0,
100814,,.41,.37592012,0,0,1,
100815,,.090000004,.15970278,0,0,0,
100816,,.32379761,.089090481,0,0,0,
100817,,.28214818,.77172667,2,0,1,
100818,,.40000001,.1278,0,0,0,
100819,,.40000001,.29799178,0,0,1,
100820,,0,.32200858,3,0,0,
100821,,.40255219,,1,0,1,
100822,,.18642372,.16034013,0,0,0,
100823,,,,3,0,0,
100824,,.53899997,.29165629,0,0,0,
100825,,.45581999,.19134112,0,0,0,
100826,,.1231214,.118,0,0,0,
100827,,.33108401,.2719,1,0,0,
100828,,,.59934962,0,0,1,
100829,,.3925522,.62830669,0,0,0,
100830,,.11,.12800001,0,0,0,
100831,.047355905,.045000002,.22010793,3,0,0,
100832,,.04178489,.24538244,0,0,1,
100833,,.11636467,.104,0,0,0,
100834,,.063275822,.1776,0,0,0,
100835,.048712995,.02,.090000004,0,0,0,
100836,.087696582,.095758647,.19006331,0,1,0,876.96582
100837,,.40000001,.35531339,1,0,0,
100838,,.87,,0,0,0,
100839,,.36399999,,0,0,0,
100840,,.042047672,.18653452,0,0,1,
100841,,.19,,0,0,0,
100842,,.085089833,.19878867,1,0,0,
100843,,,,0,0,0,
100844,,.041999999,.104,1,0,0,
100845,,.30500001,.15562226,2,0,1,
100846,,.35800001,,0,0,0,
100847,.042111531,.21351427,.090000004,0,1,0,421.1153
100848,,.23,,2,0,0,
100849,,.3827756,,3,0,0,
100850,,.35100001,.18441036,1,0,0,
100851,,.14432363,.10847554,0,0,0,
100852,,.33000001,.2027,0,0,0,
100853,.059671812,.083027355,.00026782669,0,0,0,
100854,,,,0,0,1,
100855,,.22,.2867882,1,0,0,
100856,,.28398192,.21959172,3,0,1,
100857,,.11639576,.0058166953,0,0,0,
100858,.082221039,.011,.07056129,2,0,0,
100859,,.21351427,.15979999,1,0,0,
100860,,.38,.45789999,1,0,0,
100861,,0,.27150533,0,0,0,
100862,,.21351427,,0,0,0,
100863,,.186,,2,0,1,
100864,,.14358214,,1,0,1,
100865,.053451337,.02,.057,0,0,0,
100866,.041335113,.083306856,.062178191,0,1,0,413.35114
100867,,.30000001,.40531284,0,0,0,
100868,.078374356,.13456479,.093397871,0,1,0,783.74353
100869,,.093306854,.14560001,0,0,0,
100870,,.40000001,,0,0,0,
100871,,.044,.1213834,0,0,1,
100872,,.15854172,.18773729,0,0,0,
100873,,.093306854,.085699998,3,0,0,
100874,,.40000001,.2131,0,0,0,
100875,,0,,2,0,0,
100876,,.40200001,.21359287,3,0,0,
100877,,.04704519,,0,0,0,
100878,,.37,.2084,3,0,0,
100879,,.19302052,,0,0,0,
100880,,.26509085,,0,0,0,
100881,,,,0,0,0,
100882,,.38999999,.33215383,0,0,0,
100883,,.76014417,.33410001,2,0,0,
100884,,.18302053,.3168,0,0,1,
100885,,.13689354,.41445613,0,0,0,
100886,,.4640615,,0,0,0,
100887,,.13318828,,0,0,0,
100888,,.059999999,.10081562,1,0,0,
100889,,.56,,1,0,0,
100890,,.23403424,.2457,2,0,0,
100891,,.096214011,.17028612,0,0,0,
100892,,.43000001,.19576339,0,0,0,
100893,,.33872166,.29149416,0,0,0,
100894,,.011579901,.28931776,1,0,0,
100895,,1,.66309202,0,0,1,
100896,,.2,.16159308,0,0,1,
100897,,.59382129,.1963,0,0,1,
100898,,.41299999,.20897517,0,0,0,
100899,,.28999999,,0,0,1,
100900,,.052000001,.117,0,0,0,
100901,,.16488877,.064700745,1,0,0,
100902,,.39216605,,0,0,1,
100903,,.86308634,.21264353,2,0,0,
100904,,.3925522,.92315316,3,0,0,
100905,.059327733,.014,.070457511,1,0,0,
100906,,.20074223,.12601666,3,0,0,
100907,,.65664029,.38156271,0,0,0,
100908,,.40000001,.27379999,0,0,1,
100909,,.40000001,,0,0,0,
100910,,.33000001,.27876925,0,0,0,
100911,,.40000001,,0,0,0,
100912,.055908926,.061319117,.2212,1,0,0,
100913,.060839541,.032033347,.16966452,0,0,0,
100914,,.0050370838,.1111,0,0,0,
100915,,.40000001,.19073541,2,0,0,
100916,,.29044673,.18529999,0,0,0,
100917,,.30000001,.23980001,1,0,0,
100918,.061498925,.33986524,,2,1,0,614.98926
100919,,.40000001,.36553764,0,0,0,
100920,,.17,.23005515,0,0,0,
100921,,.24515624,.207,0,0,1,
100922,,.40000001,.62262154,0,0,1,
100923,.057614252,,.56155419,0,1,0,576.14252
100924,,.366,,2,0,0,
100925,,.29100001,.20135047,0,0,0,
100926,,0,.61170244,0,0,0,
100927,,,.9873668,0,0,1,
100928,,.41800001,.35315737,0,0,0,
100929,,.30000001,.1617,0,0,0,
100930,,.30000001,.2539984,0,0,0,
100931,,,,0,0,0,
100932,,.214,.1908,0,0,0,
100933,,,,0,0,1,
100934,,.34999999,,2,0,0,
100935,,.030684507,.24969999,0,0,0,
100936,,.44999999,.2766504,0,0,1,
100937,,.26251316,.17655665,1,0,0,
100938,,.31,.15478809,1,0,0,
100939,,.34,.46020001,0,0,0,
100940,,.64600003,.35850987,0,0,0,
100941,,.28400996,.44747758,3,0,1,
100942,.08533299,.207,,3,1,0,853.3299
100943,,.1599077,.16339999,0,0,0,
100944,,.28214818,.2910971,0,0,0,
100945,,.16,.19873203,0,0,0,
100946,.069727406,.23403424,.13259999,0,1,0,697.27405
100947,,.31999999,.28889999,3,0,0,
100948,,.16,.25463018,2,0,0,
100949,,.2,.2172,0,0,0,
100950,,.056195009,.2027,0,0,0,
100951,,,,0,0,0,
100952,.059853144,.052999999,.097127803,0,0,0,
100953,,.49434671,,0,0,1,
100954,,.29008195,,1,0,0,
100955,.0501629,.34140795,.1930718,0,1,0,501.629
100956,.066905685,.11242414,.13744861,1,1,0,669.05682
100957,,.19302052,,0,0,1,
100958,,.36166993,.1974,0,0,0,
100959,,,.23659588,0,0,0,
100960,,.083306856,.49022803,0,0,1,
100961,,.12333779,,0,0,0,
100962,,.13333778,,0,0,0,
100963,,.31,,0,0,0,
100964,.050375339,.20910381,.22670363,0,1,0,503.75339
100965,,.34605172,,0,0,1,
100966,,.069936574,,3,0,0,
100967,.082353503,.099742621,.034508336,0,0,0,
100968,,.40000001,,0,0,0,
100969,,.40000001,,1,0,1,
100970,,.054852158,.138,2,0,0,
100971,.047047243,.30000001,.14252023,3,1,0,470.47241
100972,,,.37170833,0,0,0,
100973,,.33000001,,0,0,0,
100974,,,.38344797,0,0,0,
100975,,0,.25611466,0,0,0,
100976,.044437677,.12,.023455903,0,0,0,
100977,,.19,.16180052,0,0,0,
100978,,.40000001,.61975914,0,0,1,
100979,,.2906585,,2,0,0,
100980,,.5288747,,0,0,0,
100981,,.20609984,.18415818,1,0,0,
100982,.065585226,.22403423,.24310784,3,1,0,655.85223
100983,,.88541865,.18774182,0,0,0,
100984,,.097999997,.24464701,0,0,0,
100985,.081159294,.23441446,.20910579,0,1,0,811.59296
100986,,.23403424,.2958,3,0,1,
100987,,.29045451,,0,0,1,
100988,,.0020000001,.109,0,0,0,
100989,,.223,,0,0,0,
100990,.043585893,.075000003,.1113,0,1,0,435.85892
100991,,.82999998,.37893078,0,0,1,
100992,,.30700001,,0,0,0,
100993,,.2,.26210001,0,0,0,
100994,.041017652,.0036012845,.090000004,0,0,0,
100995,,.31669635,.28390977,0,0,0,
100996,,.40000001,,0,0,0,
100997,,.45840868,.44400433,0,0,0,
100998,.067426272,.1490819,.13325642,0,1,0,674.2627
100999,,.12715438,.26059979,0,0,0,
101000,,.40000001,.26109999,0,0,0,
101001,,.059340358,.121,3,0,0,
101002,.087792344,.18302053,.1876269,0,1,0,877.92346
101003,,.227,,0,0,0,
101004,,.13461971,.18365724,0,0,0,
101005,,.03067456,,2,0,0,
101006,.049741793,.075000003,.033875484,3,0,0,
101007,.042656925,.075000003,.096395962,0,1,0,426.56924
101008,,.27214816,,3,0,0,
101009,,.40255219,.56846017,0,0,1,
101010,,,,1,0,1,
101011,,.40000001,,0,0,0,
101012,.055288013,.2,.13513707,0,1,0,552.88013
101013,,.33328801,.31213441,0,0,1,
101014,,.19302052,.22657496,3,0,0,
101015,,.40000001,.13543265,3,0,0,
101016,,.2,.13808626,0,0,0,
101017,,.0995005,.25920001,0,0,0,
101018,,.13,.20053081,1,0,1,
101019,,.28849104,,3,0,0,
101020,,.27214816,.18608682,0,0,1,
101021,,.090000004,.1596,0,0,0,
101022,,.34299999,.37722558,0,0,0,
101023,.039999999,.02,.1113,0,0,0,
101024,,.2,.1846,3,0,0,
101025,,.21398151,.28057361,1,0,0,
101026,,.35463738,.31020001,0,0,0,
101027,,.186,,0,0,0,
101028,,.16,.17523269,0,0,0,
101029,,.3925522,,1,0,0,
101030,,,,0,0,0,
101031,,,.30884331,3,0,0,
101032,,.17609616,.37999427,0,0,1,
101033,,.31,.23215671,0,0,0,
101034,,.21351427,.2103828,0,0,0,
101035,,.15908191,.32295904,0,0,0,
101036,,.54500002,.52275997,3,0,1,
101037,.083430707,.19,.38025236,2,1,0,834.30707
101038,.061451145,.161,.20422709,0,1,0,614.51147
101039,,.16349894,,0,0,0,
101040,.040173404,.001,.0019353559,3,0,0,
101041,,.40000001,.1936,0,0,0,
101042,,.12333779,.12610635,0,0,0,
101043,,.10115995,,3,0,0,
101044,.051691636,.07,.1201942,0,1,0,516.91638
101045,.061744582,.075568967,.12276381,0,1,0,617.4458
101046,,.18302053,.20515391,0,0,0,
101047,,.16673599,.28389999,0,0,0,
101048,.039999999,.027706234,.082999997,0,0,0,
101049,.041823398,.057365749,.13856344,0,1,0,418.23398
101050,,.22351426,.2664071,0,0,0,
101051,,.076668695,.15279999,0,0,0,
101052,,.1490819,.19789149,0,0,0,
101053,,.31896767,.1823,3,0,0,
101054,,.098484829,.23843621,1,0,0,
101055,,.40000001,,0,0,1,
101056,,.20999999,.2436,1,0,1,
101057,,,,0,0,1,
101058,,.12226517,.29352948,3,0,0,
101059,,.050586361,.26589057,0,0,0,
101060,,.2,.12417912,0,0,0,
101061,,.40000001,,0,0,0,
101062,,.18302053,.28459999,3,0,0,
101063,,.3871454,.061999999,0,0,0,
101064,,.23,.14755613,2,0,1,
101065,.062434703,.052982643,.2549029,0,0,0,
101066,,.40000001,,2,0,1,
101067,,.86482084,.48682889,0,0,0,
101068,,.10765374,.63197464,2,0,1,
101069,.070895687,.048306044,.11157631,0,0,0,
101070,,.40000001,,0,0,1,
101071,,.23403424,.17733826,0,0,0,
101072,.062226545,.053801753,.13263111,0,0,0,
101073,,.10547734,,0,0,0,
101074,,.13456993,,0,0,1,
101075,,.46700001,,0,0,0,
101076,,.14609247,.45301569,0,0,0,
101077,.045103364,.13627838,.1224,0,1,0,451.03363
101078,,.097541928,.2166,1,0,0,
101079,,.14390966,.24372596,0,0,0,
101080,,.06057246,.38955358,0,0,1,
101081,,0,.32818133,0,0,0,
101082,,.38,.36937761,0,0,0,
101083,,.37,.84700072,0,0,1,
101084,.07381542,.14,.070253059,0,0,0,
101085,,.22,.12058611,2,0,0,
101086,,.054986242,.27427998,0,0,0,
101087,,.51082051,.66329503,0,0,0,
101088,,.34999999,.15956038,3,0,0,
101089,,.50574094,,0,0,0,
101090,,,,0,0,1,
101091,,.156,.125,0,0,0,
101092,.047922004,.0080000004,.25119999,0,0,0,
101093,,.98008859,.24931081,0,0,1,
101094,,.40000001,.27745584,0,0,0,
101095,,.40000001,.29260001,2,0,0,
101096,,.31,,0,0,0,
101097,,.22384024,.78880417,0,0,0,
101098,.060713906,.0014936825,.077,0,0,0,
101099,,.30000001,.1363,0,0,0,
101100,,.213,.220844,0,0,0,
101101,,.41999999,.33221531,0,0,0,
101102,,.40248615,.40103567,0,0,0,
101103,,.18302053,,2,0,0,
101104,,.24021246,,0,0,0,
101105,.066092864,.13333778,.14833061,0,1,0,660.92865
101106,.05533646,.024165787,.0035527577,0,0,0,
101107,,.32425502,.15931877,3,0,0,
101108,,.2,.1833,0,0,0,
101109,,.588,.27881715,0,0,0,
101110,,.27721414,,2,0,0,
101111,,.40000001,,0,0,0,
101112,,.13333778,,0,0,0,
101113,,.40605929,.32513237,3,0,0,
101114,,.28180632,.26633137,0,0,0,
101115,.054944824,.2,.066054851,0,1,0,549.44824
101116,,.18302053,.1935814,0,0,1,
101117,,.28214818,.39030144,2,0,1,
101118,,.41,.36542585,3,0,0,
101119,.060359992,.075000003,.13143831,0,1,0,603.59991
101120,,.382,.32414868,0,0,0,
101121,.042409703,.10769492,.13165513,0,1,0,424.09705
101122,.07465823,.28200001,.052999999,0,0,0,
101123,,.30000001,.19329999,0,0,0,
101124,,.491,.23867264,0,0,0,
101125,,.15000001,.27141109,0,0,0,
101126,,.17,.1621,1,0,0,
101127,.053172633,.2,.17663622,0,1,0,531.72632
101128,,.40987995,.27075112,0,0,0,
101129,,.093306854,.1227,0,0,0,
101130,.055025246,.083306856,.30297399,3,1,0,550.25244
101131,,.40000001,.44227967,2,0,0,
101132,,.12750536,.19410001,0,0,0,
101133,.043945774,.059315193,.000042934607,0,0,0,
101134,,.34,.42611596,1,0,0,
101135,,.29050669,.2341,0,0,0,
101136,,,.78157264,1,0,0,
101137,.068321258,.27214816,.097414143,0,1,0,683.21259
101138,.076207213,.2,.054691799,0,0,0,
101139,.048886765,.16668731,.18597728,1,1,0,488.86765
101140,,.48300001,.25065684,0,0,0,
101141,,.64399999,.13079999,0,0,1,
101142,,.419,,1,0,0,
101143,.041243374,.075000003,.041999999,0,1,0,412.43375
101144,,.37400001,.34320107,0,0,1,
101145,,0,.4641487,0,0,1,
101146,.050304577,0,.25028464,0,0,0,
101147,,.056370452,.119,0,0,0,
101148,,.14580405,.26593965,0,0,0,
101149,,.21351427,.17755233,1,0,0,
101150,.0529522,.051779617,.26148665,3,0,0,
101151,.070758447,.30000001,.12,0,1,0,707.58447
101152,.040354069,.083306856,.2084,0,1,0,403.54068
101153,,.15638113,,0,0,1,
101154,.039999999,.001158384,.00058411999,2,0,0,
101155,,.40000001,,0,0,0,
101156,,.51599997,.3202,0,0,0,
101157,,.40000001,.58640236,2,0,0,
101158,,.156,.123,0,0,0,
101159,,.50434422,.97212607,0,0,0,
101160,.042410437,.0020000001,.1464,0,0,0,
101161,,.21351427,,0,0,0,
101162,,.40000001,.24945551,0,0,1,
101163,,.82360154,.59189838,0,0,1,
101164,,.40443775,.6200794,0,0,0,
101165,,.22400001,.107,0,0,0,
101166,,.132773,.35767609,0,0,1,
101167,,,,3,0,0,
101168,.067729592,.10890022,.083800003,0,1,0,677.2959
101169,,.23193602,.044883534,0,0,0,
101170,,.40000001,.26093689,0,0,0,
101171,.040245231,.0020000001,.14650652,0,0,0,
101172,.073796697,.21351427,.27789539,0,1,0,737.96698
101173,,.36257151,.236,2,0,0,
101174,,.23403424,.59463638,0,0,0,
101175,,0,,0,0,1,
101176,.041347794,.029704301,.14910001,1,0,0,
101177,,.40000001,,0,0,0,
101178,,.39901003,.1451717,0,0,0,
101179,.041783903,.022203086,.000075279568,0,0,0,
101180,,.22,.2281,0,0,1,
101181,,.41870829,.19,0,0,0,
101182,,.13333778,.1852928,0,0,0,
101183,,.14503317,.122,0,0,0,
101184,,0,.32699999,0,0,1,
101185,,.46074906,,1,0,0,
101186,.075284585,.22079226,.086000003,0,1,0,752.84583
101187,.040320866,.058966257,.10769842,0,1,0,403.20865
101188,.041016456,.075000003,.043905586,3,0,0,
101189,,.45139337,,0,0,1,
101190,,.6342833,,0,0,0,
101191,.071296908,.40000001,.15887305,0,1,0,712.96906
101192,,.40000001,.46665704,0,0,1,
101193,.041124087,.02,.1497,0,0,0,
101194,.041936494,4.0755899e-06,.088,3,0,0,
101195,,.18689038,.42619011,0,0,0,
101196,,.359,.1892,0,0,0,
101197,,.77258134,,0,0,1,
101198,,1,.69384068,0,0,0,
101199,,.2367661,.083567828,1,0,0,
101200,,.2,,0,0,0,
101201,,.42521679,.38588947,0,0,1,
101202,,.75890291,.29090482,0,0,0,
101203,,.20564626,.20519917,0,0,0,
101204,,1,,1,0,0,
101205,.071764603,.023052512,.23321733,0,0,0,
101206,,.13875744,,0,0,0,
101207,.045903355,.051466547,.1534,3,1,0,459.03354
101208,,.097116411,.3713975,3,0,0,
101209,,.13,.088642865,0,0,1,
101210,.039999999,0,.043905586,0,0,0,
101211,,.56999999,,0,0,1,
101212,,.472,.41542244,1,0,0,
101213,,.056256272,.10068733,0,0,0,
101214,,,.4562,2,0,0,
101215,,1,,0,0,1,
101216,,.58499998,.49032158,0,0,1,
101217,,.40000001,.125,0,0,0,
101218,,.16459073,.17982595,2,0,0,
101219,,.10624338,.11674508,3,0,0,
101220,,.249,,0,0,0,
101221,,.028004387,.065481186,3,0,0,
101222,,.44466251,.36987132,2,0,0,
101223,,.40000001,.2628136,1,0,0,
101224,,.36018872,,0,0,0,
101225,,.17,.1637,0,0,1,
101226,,.25999999,.26859999,0,0,1,
101227,,.2215616,.1843762,0,0,0,
101228,,.40000001,.42113689,0,0,0,
101229,,,,0,0,1,
101230,,.1333313,.30337408,0,0,0,
101231,,.40000001,.20739935,2,0,1,
101232,.042817961,.029295195,.082999997,0,0,0,
101233,,.22403423,.125,2,0,1,
101234,,.40000001,,0,0,1,
101235,.044016063,.04870474,.11036617,3,1,0,440.16064
101236,,.11521246,.15260001,0,0,0,
101237,,.31799674,.47150001,0,0,0,
101238,,.40000001,.43267897,0,0,0,
101239,,0,,0,0,0,
101240,,.46000001,,2,0,1,
101241,.043461241,.029999999,.041000001,0,0,0,
101242,,.653,.3092193,0,0,1,
101243,,.84322912,.57043034,3,0,0,
101244,,.32775542,.28649172,0,0,0,
101245,,1,.78601092,2,0,0,
101246,,.22351426,,0,0,0,
101247,.052411269,.2,.121,3,1,1,-10000
101248,,.31999999,.56811637,0,0,0,
101249,,.40000001,.30061007,0,0,0,
101250,,.27214816,.24699999,0,0,0,
101251,,.094774775,.20850362,0,0,1,
101252,,.40000001,.33997077,0,0,1,
101253,,,,0,0,0,
101254,,.31999999,,0,0,0,
101255,,.70999998,,0,0,1,
101256,,,.63300651,0,0,1,
101257,,.46399999,.3449412,0,0,0,
101258,,.40000001,,0,0,0,
101259,,.15908191,.25619999,0,0,0,
101260,,.39923459,.28974921,0,0,1,
101261,,.077869259,.24860001,2,0,1,
101262,.071587294,.016000001,.025647657,0,0,0,
101263,,.29641733,,1,0,1,
101264,,.36500001,.23094067,1,0,0,
101265,,.22403423,.19499999,0,0,0,
101266,,.1490819,.2800853,0,0,0,
101267,,.116,.1329332,0,0,0,
101268,,.11031378,.182174,0,0,0,
101269,.054492868,.02,.36358669,0,0,0,
101270,,.18302053,.22616775,0,0,0,
101271,,.40000001,.27264613,0,0,0,
101272,,.17399999,.25826207,0,0,0,
101273,,.39899999,.19750001,2,0,0,
101274,,.34,.53793758,0,0,0,
101275,,.11054366,.41537172,0,0,1,
101276,.040834807,.12333779,.21193339,0,1,0,408.34808
101277,,.14,.13079543,0,0,0,
101278,,,.30755058,0,0,1,
101279,,.17133117,.21870001,1,0,0,
101280,,,.43759999,1,0,0,
101281,,,.46093029,0,0,0,
101282,,.070332162,.16462862,0,0,0,
101283,,.34999999,,0,0,1,
101284,,.40000001,.2832599,0,0,1,
101285,,.40000001,.24529999,0,0,0,
101286,,.36723924,.32544833,2,0,0,
101287,,.40000001,.205402,0,0,0,
101288,,.40000001,,1,0,1,
101289,,.86000001,,1,0,1,
101290,,.23,.18109103,0,0,1,
101291,,.024179649,.19046549,0,0,0,
101292,,.15000001,,0,0,1,
101293,,.23999999,.26460001,0,0,0,
101294,,.19834475,.085246205,0,0,0,
101295,,.114,.1526905,0,0,0,
101296,,0,.29184046,2,0,0,
101297,,.37,.47926137,0,0,0,
101298,,0,,0,0,0,
101299,,.18302053,.21161716,0,0,1,
101300,,.40000001,,0,0,1,
101301,,.52771366,.3074882,3,0,1,
101302,,.28258505,,0,0,0,
101303,.044403709,.075000003,.093062922,2,1,0,444.03711
101304,,.52499998,.2265,1,0,0,
101305,,,.78601092,0,0,0,
101306,,.27214816,.10212976,2,0,0,
101307,,.40255219,.54100513,0,0,0,
101308,,.21819115,.22670515,0,0,0,
101309,,.29613823,.36679021,2,0,0,
101310,,1,.46439999,0,0,0,
101311,.060867317,.080723755,.32204464,1,0,0,
101312,,.32570204,.1895,3,0,0,
101313,.070405513,.041999999,.097999997,2,0,0,
101314,.079072222,.2,.10227581,1,1,0,790.72223
101315,.079217605,.069764271,.12040803,1,0,0,
101316,,.19302052,,0,0,0,
101317,.057665423,.17468169,.25197804,0,1,0,576.65424
101318,.080970854,.34,.13043687,0,1,0,809.70856
101319,,.42569953,.50635242,1,0,0,
101320,,.40000001,.432607,0,0,0,
101321,.04097642,.061816677,,0,1,0,409.76419
101322,,.22351426,.12021789,0,0,1,
101323,.067586496,.2,.071347065,0,1,0,675.86499
101324,,.12946719,,0,0,0,
101325,,.071576469,.13748042,0,0,0,
101326,,,.9873668,0,0,0,
101327,,.19302052,.19885355,0,0,0,
101328,,.33027074,,0,0,1,
101329,,.417,.17988694,2,0,0,
101330,,.3917357,.28576747,0,0,0,
101331,,.075000003,.091322288,0,0,0,
101332,,.189,,0,0,0,
101333,,.40000001,.264,0,0,0,
101334,,.28214818,,2,0,0,
101335,,.19,,3,0,0,
101336,,.40000001,.47186258,2,0,0,
101337,,.59102672,.26553816,0,0,0,
